,post_username,post_ID,post_comment,message_ID,sentiment,DatetimeSG,Hour,Dayofweek,wordcount,mean,vNegTerms,negTerms,posTerms,vPosTerms
1520,Jovian Joe,1.78E+15,Took a ride put in the code for the $6 off per ride after top up $50 grab pay.. During ride code was no valid I ended charge for the ride. Ridiculously you have this promo of $5 and us using grabpay so called unlimited $6 off but got charge despite using code.,2934,,6/6/2017 5:40,5,2,53,1,0,1,1,0
1521,Geraldine HuiPing Yap,1.86E+15,Hi grab. I just change my phone from ios to Android. My phone no remain the same but my grab app could not be use anymore. Already email to grab but to no avail. Kindly look into this issue thank you.,2933,,6/6/2017 1:21,1,2,41,3,0,2,1,1
1522,Mesh Lo Singh,6.97E+14,Hey GRAB!! I've been wrongfully charged even after using my reward pts or promo code and I also sent feedback BUT no response frm Anyone to date. Yr service staff I spoke to was also bloody impolite and IMPATIENT...didn't even give me a chance to talk!!!,2932,,6/5/2017 23:42,23,1,46,-0.2,0,2,2,0
1523,Pon Mahalingam,1.02E+16,Hi Grab the $6 off promo is not working for my second ride today. It shows this ride is not eligible. Please look into it. Thanks.,2931,,6/5/2017 21:36,21,1,26,1.5,0,0,2,0
1524,Xinyi Chua,1.02E+16,"I was overcharged for a ride a week ago, and I have sent in help emails multiple times and there is still no reply at all since then..",2953,,6/9/2017 17:23,17,5,28,2,0,1,1,0
1525,Vivien Soon,1.02E+16,Tried GRAB5 this afternoon but it didn't work. There were 2 boxes that appeared when I keyed in the code. Not sure what's the difference. But both didn't work.,2952,,6/9/2017 7:30,7,5,29,0,0,0,0,0
1526,Kelly HueyLing,1.02E+16,Your promo code for all grab clashes the grab hitch ? And according to your promo code for all grab is redeemable twice per user per day..,2951,,6/9/2017 5:46,5,5,27,0,0,0,0,0
1527,Jojo Chan,1.50E+15,GRAB5 only works for grabhitch. I tried to use it on other rides but was unsuccessful. Just tried on grabhitch and it worked. Thanks!,2950,,6/9/2017 5:30,5,5,24,2,0,0,1,0
1528,Angie Tan,1.02E+16,"GRAB5 code doesn't work at all! Tried using it at 4.44am on 6/6 but it kept giving the message that ""this promo is not applicable...""",2946,,6/8/2017 2:27,2,4,25,0,0,0,0,0
1529,Saurabh Mehta,1.02E+16,I tried it yesterday to book grab share / just grab but it doesn't accept the promo code says not applicable for this booking..,2944,,6/7/2017 19:38,19,3,24,1,0,0,2,0
1530,Elaine Aw,1.02E+16,Hey you said that the GRAB5 promo is fully redeemed at 1701hrs. Why I couldn't use it in the morning for grab hitch then ? Please give me an answer. Thanks,2941,,6/7/2017 4:49,4,3,31,1.666666667,0,0,3,0
1531,Alenzo Gill,9.67E+14,,2929,,6/5/2017 1:41,1,1,1,0,0,0,0,0
1532,Grab,2.30E+14,"Hi Adrian Lee, the promo is valid for all Grab rides except GrabShuttle and GrabHitch. For more information, please refer to http://grb.to/50creditsfb. Thank you.",2911,,6/5/2017 1:27,1,1,24,1.5,0,0,2,0
1533,Grab,2.30E+14,"To clarify: You get unlimited $6 off all your grab rides * for next week if you topup $50 into GrabPay Credits today. :) If you take 10 rides from 511 June, you will get $6 off for each ride. It's that simple. Just topup $50 by today to unlock this promotion.   The table  below shows how this promotion works.  *The promotion applies to all Grab rides except GrabShuttle and GrabHitch.",2907,positive,6/4/2017 23:37,23,0,71,0,0,0,0,0
1534,Grab,2.30E+14,"Hi Sheryl Ariel Boh  Wei, the $6 off grab rides promotion will be valid till 11 June 2017, 2359hrs and the payment mode has to be by GrabPay Credit only. For further clarification, you may call our Customer Support Hotline at 65 6655 0005. Thank you.",2924,,6/7/2017 6:42,6,3,46,2,0,0,2,0
1535,Calvin Lau,1.02E+16,Hi i just top up but there is no code being sent is it normal?,2909,,6/4/2017 23:50,23,0,15,2,0,1,1,0
1536,Vanessa Chan,1.02E+16,Hi grab. I cant even make payment for the credits. How to get the promo even? Sigh.,2904,,6/4/2017 9:09,9,0,17,-2,0,1,0,0
1537,Karen Ke,1.02E+16,"Hi Grab, can I check with something. I top up $50 grab pay credits and entitled to $6 off a number of trips. (Thanks for this!) But the balance amt is getting low. Can I top up more credits to enjoy the promo since it's until 11 June?",2923,,6/7/2017 2:07,2,3,48,1.4,0,0,5,0
1538,Ariel Catster,1.02E+16,"Dear Grab,   I received a notice about a GrabPay promo at around 6.09pm on June 3, letting me know that if I topped up $50 of GrabPay credits by June 4, I would receive a promo code for $6 rebate till June 11.   And so I made sure I did so last night on June 3. To my dismay, I didn't get any promo code and reread the conditions to learn that it actually said ""on"" June 4. I was very upset but figured Grab would be fair in hearing my case as this wasn't a $10 or $20 top up, but a $50 one. I asked for help on this issue but none of your reps seemed able to help.   I have no intention of asking for a refund and would only ask that Grab honour my act of buying $50 GrabPay credits due to your promotion. I unfortunately made a small error in misreading one word, which made all the difference. I would have asked for a refund and purchased the $50 again on June 4, but I was told that I cannot get a refund, and thus there was simply no alternative available. This has dented my faith in the approach towards customers but I'd like to ask that you consider flexibility in your policies. I don't even use any other hailing app but yours.   I hope to hear a positive reply from you.   Sincerely, Ariel",2915,,6/5/2017 3:56,3,1,239,1.153846154,0,4,10,0
1539,Fionna Ersan Liaw,1.02E+16,"I have topped up $50 of credits but it said the translation was successful and unsuccessful at the same time. While I have $50 credits in my wallet, I did not receive any email about the $6 promo code.",2905,,6/4/2017 9:22,9,0,39,3,0,0,1,0
1540,Moon Kua,1.02E+16,"Dear Grab, I applied the promo code ""CREDITS"" for my last trip but I was still charged the full fare. N the ""submit"" button under the help function of Grab app is disabled",2927,,6/9/2017 0:18,0,5,33,1.333333333,0,0,2,0
1541,Irene K. ArifinLewis,1.02E+16,"Hi Grab, after the 11th will my leftover credit still be usable?",2921,,6/6/2017 3:43,3,2,12,0,0,0,0,0
1542,Glenn Jin Wong,1.02E+16,Just to check if we would need to utilize the entire $50 by 11Jun?,2912,,6/5/2017 3:11,3,1,14,0,0,0,0,0
1543,Wai Hong Lu,1.02E+16,Hi i got an issue with the top up. Faced the same issue as the rest. Had a double top up.,2914,,6/5/2017 3:43,3,1,21,2,0,0,2,0
1544,Farren Tang,1.02E+16,"Hi. I used this promo, and it didn't work as of 8th june. Is this a marketing scam? I can't even use for the whole period! It's very unfair to me. I've called, email, and your team simply gave an indifferent reply,"" i understand, and we will escalate"". But that's not solving my problem at all! Have been taking the ride without the promo and My grabpay credits are running out, and I won't be able to use the promo code for at least 2 day! Please solve it and get back to me asap.",2928,,6/10/2017 10:56,10,6,95,-1,1,3,3,0
1545,Chan Yan Ming,1.02E+16,Hi grab; i did enter *credits* promotion but was yet charge as per normal. Not once but twice. I call the  hotline & email to them on 5 june but yet no answet is given to me..,2926,,6/8/2017 8:09,8,4,37,0,0,1,0,0
1546,MVids Pra,1.01E+16,"Hi grab, I topped up $50 in credits but haven't received notification as to whether I am eligible for the $6 discount. Please let me know how I should confirm this.",2922,,6/7/2017 1:00,1,3,31,1,0,0,1,0
1547,Den Ng,1.02E+16,"Utilize the promo code to get a Grab car. After your driver drive further n further from my location, I did a cancelation and $6 was deducted from my credit. Please advice",2920,,6/5/2017 23:14,23,1,32,1,0,0,1,0
1548,Ang Ding Jie,1.02E+16,"Hi, my $6 off all trip code doesn't work citing not eligible, who can I write in? I received the email and top up $50 yesterday and has selected any grab services(that is not hitch or shuttle)",2918,,6/5/2017 21:46,21,1,37,2,0,0,1,0
1549,Shayne Yeo,1.02E+16,"How come the fare increase when there isnt any high demand? I checked that I have to pay $16 when there's promotion. And when there is no promotion the fare is only $13. I took the same route frequently but I have to pay higher fare when there's promotion (if I didn't key in the promo code)? Despite having the promo for min $50 top up grabpay and  ""GRAB6"", my overall fare is still approximately the same as my usual fare for the same ride / distance when there's no promotion. So it's actually not even $6 off but instead only $3 off? May I know if this a marketing technique?",2917,,6/5/2017 12:43,12,1,111,0.4,0,3,2,0
1550,Li Yan,1.02E+16,"I was informed that my first top up of $50 did not go through, so I did a second top up. To my dismay, the wallet said I had $100 credit , so the first top up did go through.  I called helpline and spoke to a guy for 15mins who ridiculously told me that my refund cannot be confirmed because there is a strict no refund policy and that he has had people who had top up ""400500"" and he had told them the same, that the refund is not guaranteed.  That is ridiculous.",2916,,6/5/2017 8:57,8,1,95,1,0,2,4,0
1551,Suresh Sharma,1.02E+16,Hi grab..I just topped up 50 bucks to my credits and yet to receive any notification or email....can you check if I qualify for the promo? Thanks,2910,,6/5/2017 0:20,0,1,27,2,0,0,1,0
1552,Carrie Soh,1.02E+16,Promo code was applied but was charged full fare. Called grab yesterday and was told that i will get a call by end of yesterday. Until now no call.,2925,,6/8/2017 4:15,4,4,29,0,0,1,0,0
1553,Jehsmeen Lee,1.02E+16,Bullshit. Never received any discount code. Few hours after I bought you are still advertising on it. Does it mean the promo ended but you're still advertising??,2919,,6/5/2017 22:02,22,1,27,-4,1,0,0,0
1554,Lee Sze Yong,1.02E+16,"Hi grab, I have already topup $50 into the grab pay account. When will I receive the promo code?",2913,,6/5/2017 3:18,3,1,19,0,0,0,0,0
1555,Suneeta Devi,1.02E+16,Hi  I topped up 50 dollars  how does one unlock the promotion? Is there a promo code?,2908,,6/4/2017 23:47,23,0,17,0,0,0,0,0
1556,Yuki Lundeberg,1.02E+16,i have charged 50sgd but no notification on the tab. are you informing me only tomorrow morning?,2906,,6/4/2017 15:57,15,0,17,0,0,1,0,0
1557,Keith Chan,1.02E+16,"Grab: The first line came from the movie, PIRATES OF THE CARIBBEAN: AT WORLDS END!",2859,,6/3/2017 21:13,21,6,15,0,0,0,0,0
1558,Alenzo Gill,9.67E+14,,2863,,6/4/2017 11:45,11,0,1,0,0,0,0,0
1559,Suresh Sharma,1.02E+16,Then came treasure island ..movie in 1934,2862,,6/3/2017 22:03,22,6,7,2,0,0,1,0
1560,Suresh Sharma,1.02E+16,The pirates gold...this was released in 1908,2861,,6/3/2017 22:02,22,6,7,0,0,0,0,0
1561,Mervyn Jui Meng Tan,1.14E+15,Any prizes for guessing correctly?,2860,,6/3/2017 21:13,21,6,5,0,0,0,0,0
1562,Stone Stone Lim,1.02E+16,"Grab: The first line came from the movie, PIRATES OF THE CARIBBEAN: AT WORLDS END!",2864,,6/6/2017 7:30,7,2,15,0,0,0,0,0
1563,Arwin Mark A. Cabuyao,1.02E+16,Wondering if you really tends yo ignore your customers concern because its been most 2 weeks now and I haven't received any reply from grab regarding my concern!,2897,,6/4/2017 21:00,21,0,28,-1,0,1,0,0
1564,Chen Siying,1.78E+15,All smiling for ULTRA festival  Who will make it for the Ultra Music Festival??? It's about time for us to party since a long 3years poly life! Still remember the days I grab almost daily to school just for y'all. Who out of 8 will make it there? #GrabUltraCrew,2899,,6/7/2017 3:38,3,3,49,2,0,0,1,0
1565,Odette Jingwen,1.02E+16,We need to be there because 4 of us have finally reUnited in Singapore after 1year of us being based in different countries for school/work. #GrabUltraCrew  It would be a great gettogether party. Thank you Grab!,2900,,6/8/2017 18:52,18,4,36,2.5,0,0,2,0
1566,Mengting Wu,1.02E+16,We have been thinking of a way to celebrate our graduation by living it up at Ultra next weekend! This would be an amazing way to surprise my #grabultracrew who have been my ride or die for the last 4 years ;),2895,,6/4/2017 18:58,18,0,42,1.333333333,0,1,1,1
1567,Alan Benjamin He,1.23E+15," We four have been not meeting all together for quite a long time since our last overseas trip. We are all pretty busy with our schools and works. This can be a perfect time for us to have a reunion with a huge party. We all are lovers of EDM music and we are all crazy dancers.  #grabultracrew Besides, WE ARE LOYAL CUSTOMERS OF Grab ALL ALONG! CHOOSE US AND WE ARE LOOKING FORWARD TO GOING TO Ultra Singapore :)",2898,positive,6/5/2017 5:31,5,1,81,1.2,0,1,4,0
1568,Jeremy Chua,1.02E+16,"Gonna GRAB to this year Ultra Music Festival with my Grab Crew on a GrabCar Premium to enjoy the music from Hardwell, Nicky Romero, Steve Aoki, Tiesto and many more! #GrabUltraCrew",2893,,6/4/2017 7:03,7,0,31,2,0,0,1,0
1569,Diana Viernes Yow,1.02E+16,"We're droppin beats wherever we go, GRAB my babes to Ultra Music Festival for a smashing fun ride ! #GrabUltraCrew #babes #electro #singapore ",2894,,6/4/2017 7:26,7,0,24,4,0,0,0,1
1570,Iaene Neo,1.67E+15,Everyone's been so busy grabbing life by the nuts. Reward the gang with this virgin experience and we'll be grateful for life! #grabultracrew,2896,,6/4/2017 19:30,19,0,23,0.666666667,0,1,3,0
1571,Alenzo Gill,9.67E+14,,2892,,6/3/2017 4:34,4,6,1,0,0,0,0,0
1572,Alenzo Gill,9.67E+14,,2901,,6/3/2017 2:57,2,6,1,0,0,0,0,0
1573,Jac Lee,1.64E+15,,2902,,6/3/2017 3:18,3,6,1,0,0,0,0,0
1574,Jac Lee,1.64E+15,This is awesome.  Exactly what I need ,2903,,6/3/2017 3:19,3,6,8,4,0,0,0,1
1575,Kelvin Stage Liow,1.02E+16,"$6 or $7.50 or $8?  Your facebook and email states min. is $6, but app info states $7.50, but on actual booking its always $8 minimum. Wrote into your support email ages ago and no reply also. Pls stop misleading your consumers.",2891,,6/11/2017 1:47,1,0,42,0,0,3,2,0
1576,Alenzo Gill,9.67E+14,,2890,,6/3/2017 2:57,2,6,1,0,0,0,0,0
1577,Grab,2.30E+14,"Hi Tin Aung Saw, kindly pm us your issue so that we can further assist you. Thank you",2869,,6/4/2017 3:02,3,0,18,2.666666667,0,0,2,1
1578,Ishaq Ahmed,1.02E+16,"I have just used this promo and took standard taxi for the same but I am shocked that the cab driver charged us extra $3.30 as a call charges but we booked via grab app and how come he can charge us this extra money , it's very bad grab please look into it..",2870,,6/4/2017 7:12,7,0,54,-0.8,0,2,1,0
1579,Elvis Seow,1.02E+16,I used this code too and I still paid the full fare without the $6 discount! I emailed grab and no response.. As usual! Grab service really sucks big time. Full of traps. No issue with Uber so far.,2878,,6/4/2017 22:28,22,0,39,-1,0,3,1,0
1580,Elaine Sun,1.02E+16,"Grab, i went to check history after seeing all the ""fully charged despite promo codes"" complaints and guessed what? So far already saw 5 times of similar cases for my June and May. I have the promo screengrab history and booking no. Really disappointing as I used Grab so frequently... time to reconsider.",2889,negative,6/7/2017 12:49,12,3,53,-1,0,2,0,0
1581,Emiley Tan,1.02E+16,"I applied this code for one of my trip but when I see my bill, it was the original price instead of the discounted price.  Why am I charged full when the promo code was used ??",2881,,6/5/2017 5:02,5,1,37,-0.5,0,1,0,0
1582,Deborah Chew,1.02E+16,"Tried to use on grabshare, could not find a driver for a good 10 min. After 10 min, the price was raised by $2. Good job Grab on your useful promo *eyeroll*",2877,,6/4/2017 19:57,19,0,32,2.666666667,0,0,3,0
1583,Ricky Chee,1.02E+16,"It is a trap. I applied promo code and turn up I paid for full price, no $6 off. Today it is a promotion of top up  minimum of  $50 and you can get $6 off your trips next week? ?? It might be a trap again? ??",2876,,6/4/2017 19:24,19,0,48,0,0,3,1,0
1584,Sandra Karl,1.02E+16,Mine tooo no $6 at all ended up had to dig all my coins to pay the full fare cos I didn't have enough cash!,2879,,6/5/2017 1:23,1,1,25,0,0,1,0,0
1585,Magdalyn Chan,1.02E+16,It's 5pm just now and I use this promo code but cannot. Why?  10am6am right? ,2882,,6/5/2017 5:18,5,1,16,0,0,0,0,0
1586,SHshaiiniiee SH,1.86E+15,Why cannot use? Now only 5am also cannot use?,2874,,6/4/2017 13:47,13,0,9,0,0,0,0,0
1587,Kevin Yeo,1.02E+16,Doesn't work...,2873,,6/4/2017 11:43,11,0,2,0,0,0,0,0
1588,Sue Kaur,1.02E+16,I can't use this promo code.,2875,,6/4/2017 18:41,18,0,6,0,0,0,0,0
1589,Stone Stone Lim,1.02E+16,"I applied this code for one of my trip but when I see my bill, it was the original price instead of the discounted price.  Why am I charged full when the promo code was used ??",2888,,6/6/2017 7:41,7,2,37,-0.5,0,1,0,0
1590,Joyce Chua,1.02E+16,"Ive been having a gd experience with grab until today 2 incidents.1) Used the GRAB6 promo code but deducted full amount. 2) driver showed arrived but I waited for more than 5 mins nvr saw the car at all. SMS the driver and called, was put in voicemail n waited for me to cancel the booking. If nvr intend to pick up at first place why muz accepted the booking?",2885,,6/5/2017 8:31,8,1,70,-1,0,3,1,0
1591,Why Not Deals Singapore,9.53E+14,This Promo Code has been featured at https://www.whynotdeals.com/deals/grabsingapore6off2grabrides10am6amgrab6promocode25jun2017/,2867,,6/3/2017 7:35,7,6,8,0,0,0,0,0
1592,Sg Taxi Code,1.24E+14,This code has been added to http://sgtaxicode.com. Grab for the win!,2865,,6/3/2017 0:15,0,6,11,4,0,0,0,1
1593,Gobake Sg,1.60E+14,"Thank you @grab. To all Enjoy the promo code, and treat yourself to some delicious freshly baked cookies as well! Check us out at www.gobake.com or @gobakesg on ig!",2866,,6/3/2017 5:40,5,6,29,2,0,0,3,0
1594,Sharon Wu,1.02E+16,"Promo code worked one moment. The min when it's 12 midnight, it didn't worked",2871,,6/4/2017 9:17,9,0,14,0,0,0,0,0
1595,Lim Wei Qin,1.95E+15,What is this? Promo code applied yet still charged the full amount. Grab team please kindly see to this issue asap.,2880,,6/5/2017 2:43,2,1,21,1.666666667,0,0,1,1
1596,Aresto Bombarda,1.02E+16,At around 8pm today I booked Grabcar 6 seater but this promo didn't work. So misleading ,2872,,6/4/2017 10:43,10,0,17,-3,0,1,0,0
1597,Shufen Huang,1.02E+16,Hi try using the promo code But GRAB6 is not working. Invalid code  what is this..,2887,,6/5/2017 15:20,15,1,16,0,0,0,0,0
1598,Juyyo,1.64E+15,This Promo Code have been Featured on https://www.juyyo.com/promo/fqOkV0l/grab6offany2grabridespromocode,2868,,6/3/2017 20:07,20,6,8,0,0,0,0,0
1599,Gray Sebas,1.02E+16,Its stated the promo will end on 5th June. But I can't use it now:(,2883,negative,6/5/2017 7:26,7,1,15,0,0,0,0,0
1600,Jiaheng Gu,1.02E+16,Grab6 not working. Use it at 10.35 pm just now. Not valid. I only use it once the whole day.,2884,,6/5/2017 8:04,8,1,20,0,0,0,0,0
1601,Celine Ang,1.02E+16,The code does not work. Just tried keying in but it says promo code is not valid and I have never used the code before.,2886,,6/5/2017 9:26,9,1,25,0,0,0,0,0
1602,Ewe Liang Ing,1.02E+16,How come I never get the rebate ?? May I know how Grab give the rebate ??,2858,,8/2/2017 22:03,22,3,17,0,0,0,0,0
1603,Wilson Ong,1.02E+16,Is there 20% cash back for Grab Credits top up?,2857,,6/7/2017 22:00,22,3,10,2,0,0,1,0
1604,Grab,2.30E+14,"Hi Josias Custard, we apologise for the inconvenience caused. Please do PM us your mobile number or the Booking ID for us to look into the issue and assist you further. Thank you.",2854,,6/4/2017 23:27,23,0,33,0.4,0,2,3,0
1605,Grab,2.30E+14,"Hi Karen, the first two address keyed in will be the pickup points, the last dropoff point will be the final destination that you both are travelling to. Thank you",2848,,6/2/2017 2:50,2,5,30,2,0,0,1,0
1606,Grab,2.30E+14,"Hi Arwin Mark A. Cabuyao, you have contacted the Singapore' Facebook page. From our records, your issue is currently under the purview of the relevant team in the Philippines. For further assistance on your issue raised, you may contact our Philippines office at 63 02 8837100 or send an email to support.mnl@grab.com. Thank you.",2855,,6/4/2017 23:34,23,0,54,2,0,0,1,0
1607,Samara Stephen,1.02E+16,Most screwed up app.. I Nvr book and it was auto booked and they now ban me for paying cash.. seriously this is how they treat their Gold Customers..,2845,,6/1/2017 3:31,3,4,29,-2,0,2,0,0
1608,Humphrey K. Widjaja,1.02E+16,"Grab, I see most of your replies to call/emaill you :D Does it mean after reporting an issue from the app, we still need to PM, email and call you 65 6655 0005? If yes, why does the app have such feature? It would be better if you could set an SLA when an issue reported from the app to be reponded/closed.",2853,,6/4/2017 18:35,18,0,62,1.5,0,0,2,0
1609,Yak Yong Long,1.02E+16,can  i purposely go out of the way like tampines to jurong then back to cityhall and you can charge me on the app whatever u like and not get charged additional by driver instead thanks,2850,neutral,6/2/2017 6:25,6,5,36,0.5,0,0,1,0
1610,Pan Zheng,1.02E+16,"I think the App has to be more clear, is 2 pick up points and one destination or 1 pick up point, 2 destinations. I had a very bad experience that the driver charge me another $10 on top on the fare being show on the app, reason being that the driver say Grab will charge him for an extra drop off destination. BY THE WAY, I'm an PLATINUM user and this kind of things happened. Really disappointing! Had called up the hotline and even emailed about the issue, till now almost one week no response, called up the hotline again, they say they tried to contact the driver, but the driver did not pick up. I'm contemplating to make a police report about this case and the hotline suggest that we do. This is so ridiculous that Grab can't even handle such an small matter.",2849,negative,6/2/2017 5:42,5,5,146,-0.375,0,5,4,0
1611,Carol Stone,3.12E+14,Hi.... This application can only be used for just grab?,2851,,6/2/2017 6:55,6,5,10,0,0,0,0,0
1612,Ricardo Ricardo,1.92E+15,"Regardless of platinum, gold or normal users, we are all disappointed with grab. And do you guys notice prices surge during peak hours? Can be almost $50 from choa chu kang to woodlands!",2852,negative,6/3/2017 8:31,8,6,33,-2,0,1,0,0
1613,Karen Teng,1.02E+16,I have a question: if I were to pick up a fren from another place n then we go to the same destination . Can I use this as the extra stop to our rides.?,2847,,6/1/2017 23:35,23,4,35,-1,0,1,0,0
1614,Jeannette Yang,1.02E+16,"I have a case just this morning, however the driver GPS doesn't shows 2nd location and insisted to drive me to my end destination even when I show him my app that it indicates a 2nd location.. he refuse to pick up my fren as he claim that it will be a lose trip fare for him when grab had lardy charge me for 2location @$21. And during the trip the driver call d support and the support expect either d driver or me to cancel d trip and rebook, when I'm already at the expressway. HOW DO I DROP OFF AT THE EXPRESSWAY AND WHO WILL PICK ME UP? And my friend had to book another ride when the price had surged up to $26 for individual ride.. Ridiculous.. Now hopefully grab refund me the individual ride cost... Wonder how long I have to wait....",2856,,6/8/2017 22:12,22,4,146,-0.142857143,0,4,3,0
1615,Mark Sum,1.02E+16,Kellyne Wanqi,2846,,6/1/2017 3:39,3,4,2,0,0,0,0,0
1616,Alenzo Gill,9.67E+14,,2844,,5/31/2017 7:55,7,3,1,0,0,0,0,0
1617,Grab,2.30E+14,"Hi , we are experiencing some technical difficulties with our app and it had affected some users. Our engineers are working at full steam to recover the app. Please be patient with us and try again later. Were sorry for the inconvenience caused.",2838,neutral,5/31/2017 3:42,3,3,43,-0.75,0,3,1,0
1618,Niamh Charlote,1.02E+16,Grab EVERY TIME I go to input a promo code your app crashes. This is a sad and sorry situation. ,2843,,6/1/2017 3:23,3,4,21,-1.5,0,2,0,0
1619,Ioil Lee,8.59E+14,"Platinum or not, there is no difference at all. It is just a marketing gimmicks.",2841,,6/1/2017 2:29,2,4,15,0,0,1,0,0
1620,Cheryl Goh,6.97E+11,Same. I don't see any difference. And at times their pricing is much expensive than uber. Bring back the taxi discounts please,2831,,5/30/2017 6:18,6,2,22,1,0,0,1,0
1621,Caster Tien Siang,1.02E+16,Platinum.. no difference. My ride still got cancelled by driver at times.,2833,,5/30/2017 8:32,8,2,12,-1,0,2,0,0
1622,Nax Chua,1.02E+16,I am platinum member but don't know what is the dedicated support hotline. Hahaha,2829,,5/30/2017 4:29,4,2,14,2.333333333,0,0,3,0
1623,Kai Feng,1.02E+16,Green level same as platinium level. Nothing special at all.,2832,,5/30/2017 8:26,8,2,10,0,0,0,0,0
1624,Milton Wee,1.44E+15,Of course there's a difference with Platinum. Some people just don't know how to use it. ,2835,,5/30/2017 14:43,14,2,17,0,0,0,0,0
1625,ZuXn Chen,1.69E+15,I still have not received a satisfy respond from their dedicated platinum support. All I had was a generic respond.,2840,,5/31/2017 22:49,22,3,20,2,0,0,2,0
1626,Mike Gary,1.02E+16,"What level also same .. all are gimmicks ... price good, customer service support good and safety most impt",2839,,5/31/2017 7:17,7,3,19,2.25,0,0,4,0
1627,Alenzo Gill,9.67E+14,,2834,,5/30/2017 11:29,11,2,1,0,0,0,0,0
1628,Clara Fu,1.41E+15,very platinum but see no difference.,2837,,5/31/2017 3:35,3,3,6,0,0,1,0,0
1629,Agns Ang,1.02E+16,Is Grab's server down now?,2836,,5/31/2017 3:33,3,3,5,0,0,0,0,0
1630,Aloy Sius,1.02E+16,No different,2830,,5/30/2017 5:00,5,2,2,0,0,1,0,0
1631,Habib Noh,1.87E+15,dont see any difference,2827,,5/30/2017 3:06,3,2,4,0,0,0,0,0
1632,Kartono Yong,1.02E+16,"arggghhh, money debited from my card",2842,,6/1/2017 2:55,2,4,6,0,0,0,0,0
1633,Mervyn Jui Meng Tan,1.14E+15,I'm still at rust level,2828,,5/30/2017 3:46,3,2,5,0,0,0,0,0
1634,Grab,2.30E+14,"Hi Daschel, do drop us a PM regarding your issue for us to assist you further. Thanks.",2819,,5/31/2017 23:49,23,3,17,1,0,1,2,0
1635,Grab,2.30E+14,"Hi Joelle, do note that TAKE3 is applicable from 10am  11:59pm daily. Thanks.",2818,,5/31/2017 23:48,23,3,13,2,0,0,1,0
1636,Carol Stone,3.12E+14,Hi grab... I just encounter this insident.  I booked grab for my sis from mustafa to balestier... It showed  $4 Aft discount for grabshare  and $5 for just grab   After attempting so many times  In few minutes  price went up and we got a justgrab which I have to pay $6 aft discount which is higher than comfort delgro.  How does your system works...pl help to explain.  Thank you,2826,,6/2/2017 7:01,7,5,69,1.5,0,0,3,0
1637,Goh Choon Huat Edward,1.47E+15,Tried to book but it showed the same price with or without promo!,2823,,6/1/2017 6:34,6,4,13,0,0,0,0,0
1638,Teng Boon Tang,1.02E+16,"Entered promo code ""TAKE3"" but it showed the same price before and after",2824,,6/2/2017 1:09,1,5,13,0,0,0,0,0
1639,Back To Wynnii Lu,1.02E+16,Is this fully redeemed for grab shuttle?,2825,,6/2/2017 1:23,1,5,7,2,0,0,1,0
1640,Jessica Tan,1.02E+16,Why can't pay by cash & only limit to 1 ride per day.,2822,,6/1/2017 4:45,4,4,13,0,0,0,0,0
1641,Trex Chan James,2.43E+15,I have intro a friend to pick up grab ride to try since he is always using uber..  But it seem like the promo code send to us can't be use..  And sad to say by email by fb message grab is always so busy and take long time juz to slove customer issues..,2821,positive,6/1/2017 3:08,3,4,54,-1,0,1,0,0
1642,Jac Lee,1.64E+15,So happy that there's promotion every week.  However the notification usually comes late n I usually missed it when I take grab taxi in the morning of Monday. Wish the notification could come earlier at 9am instead,2805,,5/29/2017 23:23,23,1,37,0.666666667,0,1,2,0
1643,Edna Toh,1.02E+16,"There are just too many promotions and promo code in the same period, all offering different discounts. So confusing, esp when some codes gives better offers but not made known to users",2820,,5/31/2017 23:53,23,3,32,0,0,1,1,0
1644,Why Not Deals Singapore,9.53E+14,This Promo Code has been featured at https://www.whynotdeals.com/deals/grabsingapore3offgrabridesweektake3promocode29may4jun2017/,2806,,5/30/2017 1:05,1,2,8,0,0,0,0,0
1645,Daschel Lim,1.70E+15,"i keyin in the code yesterday. subsequently cancelled. when i rebook a few mins later, it said i cannot use the code SYSTEM GLITCH?",2816,,5/31/2017 16:24,16,3,24,-1,0,1,0,0
1646,Gordon Loh,1.02E+16,Redemption successful  Driver cancelled your ride  Code no longer valid,2814,,5/31/2017 3:45,3,3,10,1,0,2,1,0
1647,Cheapo Nana,8.97E+14,The promo codes for this week have been consolidated and updated at http://www.cheaponana.com/2017/05/promocodegrabvsuberthisweekweek222017/,2803,,5/29/2017 19:24,19,1,13,0,0,0,0,0
1648,Juyyo,1.64E+15,This Promo Code have been Featured on https://www.juyyo.com/promo/mfT5RJU/grab29may4june3offpromocode,2802,,5/29/2017 18:50,18,1,8,0,0,0,0,0
1649,Alenzo Gill,9.67E+14,,2812,,5/30/2017 11:29,11,2,1,0,0,0,0,0
1650,Joel Tan,1.02E+16,Good job Grab ! Grab yours now!,2811,,5/30/2017 11:10,11,2,7,3,0,0,1,0
1651,Sg Taxi Code,1.24E+14,Simple and straight forward taxi promo code aggregator at http://sgtaxicode.com,2804,,5/29/2017 23:18,23,1,10,1,0,0,1,0
1652,Kugan Shan,1.02E+16,Can't use!,2815,,5/31/2017 3:57,3,3,2,0,0,0,0,0
1653,Edna Toh,1.02E+16,Note: there is a TAKE4 code usable in the same period too.,2813,,5/31/2017 0:49,0,3,12,0,0,0,0,0
