Channel,Campaign,Placement,Date,Device,Country,Served.Impressions,No.of.clicks,Cost,No.of.products.viewed,No.of.product.bought
search,weekly_sales_2016_14,youtube,7/4/16,mobile,indonesia,357,8,1.62,23,2
search,weekly_sales_2016_14,youtube,7/4/16,mobile,korea,403,11,2.14,31,2
search,weekly_sales_2016_14,youtube,7/4/16,mobile,malaysia,498,12,3.02,34,2
search,weekly_sales_2016_14,youtube,7/4/16,mobile,singapore,130,2,0.47,9,2
search,weekly_sales_2016_14,youtube,7/4/16,mobile,thailand,143,3,1.03,18,2
social,weekly_sales_2016_14,facebook,7/4/16,desktop,cambodia,482,8,1.89,29,2
social,weekly_sales_2016_14,facebook,7/4/16,desktop,indonesia,86,6,0.86,16,2
social,weekly_sales_2016_14,facebook,7/4/16,desktop,korea,107,4,0.62,4,2
social,weekly_sales_2016_14,facebook,7/4/16,desktop,singapore,203,8,1.8,7,2
social,weekly_sales_2016_14,facebook,7/4/16,desktop,thailand,280,5,1.7,34,2
social,weekly_sales_2016_14,facebook,7/4/16,mobile,cambodia,33,5,0.92,11,2
social,weekly_sales_2016_14,facebook,7/4/16,mobile,indonesia,396,8,1.68,10,2
social,weekly_sales_2016_14,facebook,7/4/16,mobile,malaysia,102,3,0.98,9,2
social,weekly_sales_2016_14,facebook,7/4/16,mobile,singapore,123,1,0.17,9,2
social,weekly_sales_2016_14,facebook,7/4/16,mobile,thailand,318,9,1.7,30,2
social,weekly_sales_2016_14,ooyala,7/4/16,desktop,cambodia,136,4,1.03,12,2
social,weekly_sales_2016_14,ooyala,7/4/16,desktop,indonesia,235,3,1.07,11,2
social,weekly_sales_2016_14,ooyala,7/4/16,desktop,korea,274,8,2.41,10,2
social,weekly_sales_2016_14,ooyala,7/4/16,desktop,singapore,209,5,0.94,15,2
social,weekly_sales_2016_14,ooyala,7/4/16,desktop,thailand,180,4,0.78,18,2
social,weekly_sales_2016_14,ooyala,7/4/16,mobile,cambodia,172,12,2.31,27,2
social,weekly_sales_2016_14,ooyala,7/4/16,mobile,indonesia,68,4,1,13,2
social,weekly_sales_2016_14,ooyala,7/4/16,mobile,korea,164,3,1.14,4,2
social,weekly_sales_2016_14,ooyala,7/4/16,mobile,singapore,51,1,0.57,2,2
social,weekly_sales_2016_14,ooyala,7/4/16,mobile,thailand,116,4,1.16,9,2
social,weekly_sales_2016_14,youtube,7/4/16,desktop,cambodia,115,1,0.67,3,2
social,weekly_sales_2016_14,youtube,7/4/16,desktop,indonesia,260,5,1.04,11,2
social,weekly_sales_2016_14,youtube,7/4/16,desktop,malaysia,26,2,0.57,12,2
social,weekly_sales_2016_14,youtube,7/4/16,desktop,singapore,29,3,0.55,5,2
social,weekly_sales_2016_14,youtube,7/4/16,desktop,thailand,248,5,1.19,16,2
social,weekly_sales_2016_14,youtube,7/4/16,mobile,cambodia,55,3,0.41,2,2
social,weekly_sales_2016_14,youtube,7/4/16,mobile,indonesia,145,9,1.07,17,2
social,weekly_sales_2016_14,youtube,7/4/16,mobile,korea,98,5,0.52,13,2
social,weekly_sales_2016_14,youtube,7/4/16,mobile,malaysia,311,9,1.88,13,2
social,weekly_sales_2016_14,youtube,7/4/16,mobile,singapore,82,2,0.49,4,2
social,weekly_sales_2016_14,youtube,7/4/16,mobile,thailand,34,2,0.73,12,2
video,weekly_sales_2016_14,facebook,7/4/16,desktop,cambodia,115,4,0.84,23,2
video,weekly_sales_2016_14,facebook,7/4/16,desktop,indonesia,15,3,0.29,5,2
video,weekly_sales_2016_14,facebook,7/4/16,desktop,korea,48,3,0.56,2,2
video,weekly_sales_2016_14,facebook,7/4/16,desktop,malaysia,148,1,0.3,10,2
video,weekly_sales_2016_14,facebook,7/4/16,desktop,singapore,32,1,0.37,10,2
video,weekly_sales_2016_14,facebook,7/4/16,desktop,thailand,153,6,1.25,16,2
video,weekly_sales_2016_14,facebook,7/4/16,mobile,cambodia,146,4,0.85,4,2
video,weekly_sales_2016_14,facebook,7/4/16,mobile,indonesia,191,7,0.92,7,2
video,weekly_sales_2016_14,facebook,7/4/16,mobile,korea,224,6,1.58,29,2
video,weekly_sales_2016_14,facebook,7/4/16,mobile,malaysia,87,3,1,17,2
video,weekly_sales_2016_14,facebook,7/4/16,mobile,singapore,175,7,1.64,10,2
video,weekly_sales_2016_14,facebook,7/4/16,mobile,thailand,332,7,2.11,11,2
video,weekly_sales_2016_14,ooyala,7/4/16,desktop,cambodia,345,4,1.42,18,2
video,weekly_sales_2016_14,ooyala,7/4/16,desktop,indonesia,108,3,0.29,3,2
video,weekly_sales_2016_14,ooyala,7/4/16,desktop,singapore,180,2,1.07,8,2
video,weekly_sales_2016_14,ooyala,7/4/16,desktop,thailand,245,6,1.13,10,2
video,weekly_sales_2016_14,ooyala,7/4/16,mobile,cambodia,68,2,0.63,5,2
video,weekly_sales_2016_14,ooyala,7/4/16,mobile,indonesia,277,6,1.31,21,2
video,weekly_sales_2016_14,ooyala,7/4/16,mobile,korea,36,2,0.24,3,2
video,weekly_sales_2016_14,ooyala,7/4/16,mobile,malaysia,228,7,1.24,15,2
video,weekly_sales_2016_14,ooyala,7/4/16,mobile,singapore,175,7,1.17,17,2
video,weekly_sales_2016_14,ooyala,7/4/16,mobile,thailand,50,3,0.74,3,2
video,weekly_sales_2016_14,youtube,7/4/16,desktop,indonesia,380,7,1.23,6,2
video,weekly_sales_2016_14,youtube,7/4/16,desktop,korea,208,4,1.09,11,2
video,weekly_sales_2016_14,youtube,7/4/16,desktop,singapore,191,3,0.91,16,2
video,weekly_sales_2016_14,youtube,7/4/16,desktop,thailand,204,4,1.06,5,2
video,weekly_sales_2016_14,youtube,7/4/16,mobile,cambodia,144,3,1.43,27,2
video,weekly_sales_2016_14,youtube,7/4/16,mobile,indonesia,71,3,0.49,2,2
video,weekly_sales_2016_14,youtube,7/4/16,mobile,korea,38,2,0.5,3,2
video,weekly_sales_2016_14,youtube,7/4/16,mobile,malaysia,150,5,1.14,19,2
video,weekly_sales_2016_14,youtube,7/4/16,mobile,singapore,101,3,0.63,7,2
video,weekly_sales_2016_14,youtube,7/4/16,mobile,thailand,98,5,1.2,19,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,desktop,cambodia,118,3,0.75,4,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,desktop,indonesia,131,1,0.77,2,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,desktop,korea,87,3,0.29,3,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,desktop,malaysia,118,3,1.12,16,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,desktop,thailand,430,11,3.47,41,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,mobile,cambodia,39,3,0.68,2,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,mobile,indonesia,106,2,0.58,2,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,mobile,korea,196,6,0.8,8,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,mobile,malaysia,132,3,0.94,5,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,mobile,singapore,158,8,1.58,16,2
display,weekly_sales_2016_14,DoubleClick,8/4/16,mobile,thailand,232,8,1.28,36,2
display,weekly_sales_2016_14,GDN,8/4/16,desktop,cambodia,198,5,0.89,10,2
display,weekly_sales_2016_14,GDN,8/4/16,desktop,korea,68,2,1.28,12,2
display,weekly_sales_2016_14,GDN,8/4/16,desktop,singapore,270,6,1.1,31,2
display,weekly_sales_2016_14,GDN,8/4/16,desktop,thailand,251,5,1.15,23,2
display,weekly_sales_2016_14,GDN,8/4/16,mobile,malaysia,213,4,0.92,19,2
display,weekly_sales_2016_14,GDN,8/4/16,mobile,singapore,64,1,0.61,2,2
display,weekly_sales_2016_14,GDN,8/4/16,mobile,thailand,71,6,0.99,6,2
display,weekly_sales_2016_14,komli,8/4/16,desktop,cambodia,97,2,0.64,13,2
display,weekly_sales_2016_14,komli,8/4/16,desktop,indonesia,94,3,0.76,2,2
display,weekly_sales_2016_14,komli,8/4/16,desktop,korea,185,7,1.33,15,2
display,weekly_sales_2016_14,komli,8/4/16,desktop,singapore,80,7,1.57,17,2
display,weekly_sales_2016_14,komli,8/4/16,desktop,thailand,48,4,0.65,12,2
display,weekly_sales_2016_14,komli,8/4/16,mobile,cambodia,39,3,0.31,7,2
display,weekly_sales_2016_14,komli,8/4/16,mobile,indonesia,79,2,0.36,2,2
display,weekly_sales_2016_14,komli,8/4/16,mobile,korea,118,2,0.36,10,2
display,weekly_sales_2016_14,komli,8/4/16,mobile,malaysia,124,1,0.48,3,2
display,weekly_sales_2016_14,komli,8/4/16,mobile,singapore,210,3,0.73,17,2
display,weekly_sales_2016_14,komli,8/4/16,mobile,thailand,56,1,0.37,2,2
display,weekly_sales_2016_14,Line,8/4/16,desktop,indonesia,76,2,0.98,5,2
display,weekly_sales_2016_14,Line,8/4/16,desktop,korea,48,1,0.38,2,2
display,weekly_sales_2016_14,Line,8/4/16,desktop,singapore,148,1,0.53,2,2
display,weekly_sales_2016_14,Line,8/4/16,desktop,thailand,292,6,1.58,16,2
display,weekly_sales_2016_14,Line,8/4/16,mobile,indonesia,26,3,0.34,3,2
display,weekly_sales_2016_14,Line,8/4/16,mobile,malaysia,288,7,1.23,7,2
display,weekly_sales_2016_14,Line,8/4/16,mobile,singapore,229,6,1.17,7,2
display,weekly_sales_2016_14,Line,8/4/16,mobile,thailand,316,12,2.14,42,2
display,weekly_sales_2016_14,yahoo,8/4/16,desktop,cambodia,236,8,1.35,10,2
display,weekly_sales_2016_14,yahoo,8/4/16,desktop,indonesia,362,13,2,22,2
display,weekly_sales_2016_14,yahoo,8/4/16,desktop,korea,87,1,0.17,2,2
display,weekly_sales_2016_14,yahoo,8/4/16,desktop,malaysia,144,1,0.49,9,2
display,weekly_sales_2016_14,yahoo,8/4/16,desktop,singapore,200,6,0.85,4,2
display,weekly_sales_2016_14,yahoo,8/4/16,desktop,thailand,41,1,0.35,3,2
display,weekly_sales_2016_14,yahoo,8/4/16,mobile,korea,273,3,0.86,15,2
display,weekly_sales_2016_14,yahoo,8/4/16,mobile,singapore,268,5,1.93,16,2
display,weekly_sales_2016_14,yahoo,8/4/16,mobile,thailand,108,3,0.48,13,2
search,weekly_sales_2016_14,facebook,8/4/16,desktop,cambodia,37,3,0.72,9,2
search,weekly_sales_2016_14,facebook,8/4/16,desktop,indonesia,150,2,0.15,3,2
search,weekly_sales_2016_14,facebook,8/4/16,desktop,korea,221,4,1.63,11,2
search,weekly_sales_2016_14,facebook,8/4/16,desktop,malaysia,412,11,2.83,27,2
search,weekly_sales_2016_14,facebook,8/4/16,desktop,singapore,147,3,0.66,3,2
search,weekly_sales_2016_14,facebook,8/4/16,desktop,thailand,236,6,0.54,10,2
search,weekly_sales_2016_14,facebook,8/4/16,mobile,cambodia,133,4,1.03,16,2
search,weekly_sales_2016_14,facebook,8/4/16,mobile,korea,244,7,0.99,9,2
search,weekly_sales_2016_14,facebook,8/4/16,mobile,malaysia,266,4,1.19,16,2
search,weekly_sales_2016_14,facebook,8/4/16,mobile,singapore,500,14,3.69,54,2
search,weekly_sales_2016_14,facebook,8/4/16,mobile,thailand,112,1,0.42,3,2
search,weekly_sales_2016_14,ooyala,8/4/16,desktop,cambodia,320,4,0.87,8,2
search,weekly_sales_2016_14,ooyala,8/4/16,desktop,indonesia,186,3,1.34,8,2
search,weekly_sales_2016_14,ooyala,8/4/16,desktop,singapore,381,8,2.22,10,2
search,weekly_sales_2016_14,ooyala,8/4/16,mobile,cambodia,36,1,0.48,5,2
search,weekly_sales_2016_14,ooyala,8/4/16,mobile,indonesia,62,4,0.9,5,2
search,weekly_sales_2016_14,ooyala,8/4/16,mobile,malaysia,114,7,0.9,19,2
search,weekly_sales_2016_14,ooyala,8/4/16,mobile,singapore,207,5,1.58,12,2
search,weekly_sales_2016_14,ooyala,8/4/16,mobile,thailand,118,4,1.3,5,2
search,weekly_sales_2016_14,youtube,8/4/16,desktop,cambodia,296,5,1.74,24,2
search,weekly_sales_2016_14,youtube,8/4/16,desktop,indonesia,399,8,2.95,34,2
search,weekly_sales_2016_14,youtube,8/4/16,desktop,korea,295,6,1.01,14,2
search,weekly_sales_2016_14,youtube,8/4/16,desktop,malaysia,428,5,1.42,22,2
search,weekly_sales_2016_14,youtube,8/4/16,desktop,singapore,258,4,1.17,4,2
search,weekly_sales_2016_14,youtube,8/4/16,desktop,thailand,113,5,0.62,16,2
search,weekly_sales_2016_14,youtube,8/4/16,mobile,cambodia,348,7,1.39,17,2
search,weekly_sales_2016_14,youtube,8/4/16,mobile,indonesia,105,3,0.2,3,2
search,weekly_sales_2016_14,youtube,8/4/16,mobile,korea,15,1,0.34,3,2
search,weekly_sales_2016_14,youtube,8/4/16,mobile,malaysia,321,8,1.57,10,2
search,weekly_sales_2016_14,youtube,8/4/16,mobile,singapore,141,4,0.95,5,2
search,weekly_sales_2016_14,youtube,8/4/16,mobile,thailand,145,1,0.16,6,2
social,weekly_sales_2016_14,facebook,8/4/16,desktop,cambodia,34,1,0.36,3,2
social,weekly_sales_2016_14,facebook,8/4/16,desktop,indonesia,375,8,1.82,21,2
social,weekly_sales_2016_14,facebook,8/4/16,desktop,korea,361,7,1.79,6,2
social,weekly_sales_2016_14,facebook,8/4/16,desktop,malaysia,336,9,1.77,24,2
social,weekly_sales_2016_14,facebook,8/4/16,desktop,singapore,315,5,2.18,30,2
social,weekly_sales_2016_14,facebook,8/4/16,desktop,thailand,346,7,1.3,13,2
social,weekly_sales_2016_14,facebook,8/4/16,mobile,cambodia,210,8,1.72,22,2
social,weekly_sales_2016_14,facebook,8/4/16,mobile,indonesia,312,10,2.02,21,2
social,weekly_sales_2016_14,facebook,8/4/16,mobile,korea,270,7,1.72,9,2
social,weekly_sales_2016_14,facebook,8/4/16,mobile,singapore,52,4,0.76,7,2
social,weekly_sales_2016_14,facebook,8/4/16,mobile,thailand,293,9,1.49,18,2
social,weekly_sales_2016_14,ooyala,8/4/16,desktop,cambodia,390,10,2.12,20,2
social,weekly_sales_2016_14,ooyala,8/4/16,desktop,indonesia,283,6,2.09,9,2
social,weekly_sales_2016_14,ooyala,8/4/16,desktop,korea,36,3,0.61,3,2
social,weekly_sales_2016_14,ooyala,8/4/16,desktop,malaysia,459,6,1.67,21,2
social,weekly_sales_2016_14,ooyala,8/4/16,desktop,singapore,146,6,1.04,17,2
social,weekly_sales_2016_14,ooyala,8/4/16,desktop,thailand,347,7,1.52,18,2
social,weekly_sales_2016_14,ooyala,8/4/16,mobile,cambodia,125,3,0.61,13,2
social,weekly_sales_2016_14,ooyala,8/4/16,mobile,indonesia,85,1,0.65,3,2
social,weekly_sales_2016_14,ooyala,8/4/16,mobile,korea,374,7,1.18,28,2
social,weekly_sales_2016_14,ooyala,8/4/16,mobile,malaysia,257,8,2.26,10,2
social,weekly_sales_2016_14,ooyala,8/4/16,mobile,singapore,375,9,2.31,21,2
social,weekly_sales_2016_14,ooyala,8/4/16,mobile,thailand,20,2,0.29,3,2
social,weekly_sales_2016_14,youtube,8/4/16,desktop,cambodia,379,9,1.99,64,2
social,weekly_sales_2016_14,youtube,8/4/16,desktop,indonesia,113,4,0.83,5,2
social,weekly_sales_2016_14,youtube,8/4/16,desktop,malaysia,295,6,1.91,14,2
social,weekly_sales_2016_14,youtube,8/4/16,desktop,singapore,66,3,0.22,6,2
social,weekly_sales_2016_14,youtube,8/4/16,mobile,cambodia,131,6,1.24,11,2
social,weekly_sales_2016_14,youtube,8/4/16,mobile,indonesia,414,11,2.44,29,2
social,weekly_sales_2016_14,youtube,8/4/16,mobile,korea,91,1,0.75,11,2
social,weekly_sales_2016_14,youtube,8/4/16,mobile,singapore,85,6,0.84,4,2
social,weekly_sales_2016_14,youtube,8/4/16,mobile,thailand,404,7,1.94,36,2
video,weekly_sales_2016_14,facebook,8/4/16,desktop,cambodia,54,1,0.68,3,2
video,weekly_sales_2016_14,facebook,8/4/16,desktop,indonesia,118,2,0.26,5,2
video,weekly_sales_2016_14,facebook,8/4/16,desktop,korea,235,5,0.77,6,2
video,weekly_sales_2016_14,facebook,8/4/16,desktop,malaysia,271,6,1.38,16,2
video,weekly_sales_2016_14,facebook,8/4/16,desktop,singapore,168,3,1.55,17,2
video,weekly_sales_2016_14,facebook,8/4/16,desktop,thailand,225,3,1.66,7,2
video,weekly_sales_2016_14,facebook,8/4/16,mobile,cambodia,239,2,0.49,6,2
video,weekly_sales_2016_14,facebook,8/4/16,mobile,indonesia,58,2,0.22,14,2
video,weekly_sales_2016_14,facebook,8/4/16,mobile,korea,85,3,0.46,3,2
video,weekly_sales_2016_14,facebook,8/4/16,mobile,malaysia,142,1,0.61,13,2
video,weekly_sales_2016_14,facebook,8/4/16,mobile,thailand,80,6,1,22,2
video,weekly_sales_2016_14,ooyala,8/4/16,desktop,cambodia,232,3,1.47,17,2
video,weekly_sales_2016_14,ooyala,8/4/16,desktop,indonesia,172,7,1.41,12,2
video,weekly_sales_2016_14,ooyala,8/4/16,desktop,korea,70,3,0.52,3,2
video,weekly_sales_2016_14,ooyala,8/4/16,desktop,singapore,227,7,1.17,8,2
video,weekly_sales_2016_14,ooyala,8/4/16,desktop,thailand,283,3,0.32,10,2
video,weekly_sales_2016_14,ooyala,8/4/16,mobile,cambodia,118,4,0.99,18,2
video,weekly_sales_2016_14,ooyala,8/4/16,mobile,indonesia,288,5,1.14,23,2
video,weekly_sales_2016_14,ooyala,8/4/16,mobile,korea,77,2,0.36,5,2
video,weekly_sales_2016_14,ooyala,8/4/16,mobile,malaysia,222,3,0.86,9,2
video,weekly_sales_2016_14,ooyala,8/4/16,mobile,singapore,50,1,0.53,8,2
video,weekly_sales_2016_14,ooyala,8/4/16,mobile,thailand,35,3,0.26,3,2
video,weekly_sales_2016_14,youtube,8/4/16,desktop,cambodia,237,7,1.25,18,2
video,weekly_sales_2016_14,youtube,8/4/16,desktop,indonesia,267,6,1.38,9,2
video,weekly_sales_2016_14,youtube,8/4/16,desktop,korea,359,8,2.46,24,2
video,weekly_sales_2016_14,youtube,8/4/16,desktop,malaysia,131,1,0.75,11,2
video,weekly_sales_2016_14,youtube,8/4/16,mobile,cambodia,355,11,1.76,27,2
video,weekly_sales_2016_14,youtube,8/4/16,mobile,indonesia,171,7,1.48,7,2
video,weekly_sales_2016_14,youtube,8/4/16,mobile,korea,234,4,0.98,11,2
video,weekly_sales_2016_14,youtube,8/4/16,mobile,malaysia,550,15,3.03,54,2
video,weekly_sales_2016_14,youtube,8/4/16,mobile,singapore,403,7,0.99,7,2
video,weekly_sales_2016_14,youtube,8/4/16,mobile,thailand,142,1,0.5,3,2
display,weekly_sales_2016_14,DoubleClick,9/4/16,desktop,korea,71,1,0.73,10,2
display,weekly_sales_2016_14,DoubleClick,9/4/16,desktop,malaysia,67,3,0.4,2,2
display,weekly_sales_2016_14,DoubleClick,9/4/16,mobile,indonesia,42,1,0.73,12,2
display,weekly_sales_2016_14,DoubleClick,9/4/16,mobile,korea,185,3,0.91,13,2
display,weekly_sales_2016_14,DoubleClick,9/4/16,mobile,malaysia,21,2,0.28,6,2
display,weekly_sales_2016_14,DoubleClick,9/4/16,mobile,singapore,79,3,0.61,3,2
display,weekly_sales_2016_14,GDN,9/4/16,desktop,cambodia,94,2,0.7,2,2
display,weekly_sales_2016_14,GDN,9/4/16,desktop,indonesia,140,1,0.57,7,2
display,weekly_sales_2016_14,GDN,9/4/16,desktop,korea,37,1,0.25,9,2
display,weekly_sales_2016_14,GDN,9/4/16,desktop,malaysia,156,2,0.98,4,2
display,weekly_sales_2016_14,GDN,9/4/16,desktop,singapore,325,8,1.96,8,2
display,weekly_sales_2016_14,GDN,9/4/16,desktop,thailand,142,3,0.76,2,2
display,weekly_sales_2016_14,GDN,9/4/16,mobile,cambodia,238,4,0.8,7,2
display,weekly_sales_2016_14,GDN,9/4/16,mobile,indonesia,128,3,0.72,10,2
display,weekly_sales_2016_14,GDN,9/4/16,mobile,korea,93,2,0.7,6,2
display,weekly_sales_2016_14,GDN,9/4/16,mobile,malaysia,195,5,1.3,23,2
display,weekly_sales_2016_14,GDN,9/4/16,mobile,singapore,50,3,0.47,2,2
display,weekly_sales_2016_14,GDN,9/4/16,mobile,thailand,43,1,0.31,10,2
display,weekly_sales_2016_14,komli,9/4/16,desktop,cambodia,293,8,1.04,19,2
display,weekly_sales_2016_14,komli,9/4/16,desktop,indonesia,153,4,1.4,11,2
display,weekly_sales_2016_14,komli,9/4/16,desktop,korea,60,3,0.49,3,2
display,weekly_sales_2016_14,komli,9/4/16,desktop,malaysia,56,4,0.95,6,2
display,weekly_sales_2016_14,komli,9/4/16,desktop,singapore,123,2,0.55,2,2
display,weekly_sales_2016_14,komli,9/4/16,desktop,thailand,393,10,2.88,16,2
display,weekly_sales_2016_14,komli,9/4/16,mobile,korea,227,6,0.84,6,2
display,weekly_sales_2016_14,komli,9/4/16,mobile,malaysia,97,4,1.14,16,2
display,weekly_sales_2016_14,komli,9/4/16,mobile,singapore,84,2,0.15,10,2
display,weekly_sales_2016_14,komli,9/4/16,mobile,thailand,147,6,0.72,7,2
display,weekly_sales_2016_14,Line,9/4/16,desktop,korea,63,2,0.5,3,2
display,weekly_sales_2016_14,Line,9/4/16,desktop,singapore,83,3,0.74,2,2
display,weekly_sales_2016_14,Line,9/4/16,desktop,thailand,50,3,0.44,6,2
display,weekly_sales_2016_14,Line,9/4/16,mobile,cambodia,87,1,0.35,3,2
display,weekly_sales_2016_14,Line,9/4/16,mobile,korea,231,3,1.01,16,2
display,weekly_sales_2016_14,Line,9/4/16,mobile,malaysia,251,6,1.25,9,2
display,weekly_sales_2016_14,Line,9/4/16,mobile,thailand,216,4,0.68,15,2
display,weekly_sales_2016_14,yahoo,9/4/16,desktop,cambodia,66,2,0.69,8,2
display,weekly_sales_2016_14,yahoo,9/4/16,desktop,indonesia,247,4,0.94,5,2
display,weekly_sales_2016_14,yahoo,9/4/16,desktop,korea,111,1,0.24,3,2
display,weekly_sales_2016_14,yahoo,9/4/16,desktop,malaysia,118,2,0.15,3,2
display,weekly_sales_2016_14,yahoo,9/4/16,desktop,singapore,160,4,0.6,15,2
display,weekly_sales_2016_14,yahoo,9/4/16,desktop,thailand,195,2,0.82,6,2
display,weekly_sales_2016_14,yahoo,9/4/16,mobile,indonesia,171,5,1.07,5,2
display,weekly_sales_2016_14,yahoo,9/4/16,mobile,korea,112,3,0.55,8,2
display,weekly_sales_2016_14,yahoo,9/4/16,mobile,malaysia,208,8,2.4,32,2
display,weekly_sales_2016_14,yahoo,9/4/16,mobile,singapore,150,2,0.24,3,2
display,weekly_sales_2016_14,yahoo,9/4/16,mobile,thailand,340,9,1.63,11,2
search,weekly_sales_2016_14,facebook,9/4/16,desktop,cambodia,11,2,0.57,2,2
search,weekly_sales_2016_14,facebook,9/4/16,desktop,korea,327,3,1.11,17,2
search,weekly_sales_2016_14,facebook,9/4/16,desktop,malaysia,82,1,0.15,2,2
search,weekly_sales_2016_14,facebook,9/4/16,desktop,thailand,163,7,1.51,12,2
search,weekly_sales_2016_14,facebook,9/4/16,mobile,cambodia,147,3,0.38,3,2
search,weekly_sales_2016_14,facebook,9/4/16,mobile,indonesia,232,6,1.07,7,2
search,weekly_sales_2016_14,facebook,9/4/16,mobile,korea,203,6,0.57,9,2
search,weekly_sales_2016_14,facebook,9/4/16,mobile,malaysia,70,4,1.13,4,2
search,weekly_sales_2016_14,facebook,9/4/16,mobile,singapore,91,2,0.39,7,2
search,weekly_sales_2016_14,facebook,9/4/16,mobile,thailand,378,6,1.14,23,2
search,weekly_sales_2016_14,ooyala,9/4/16,desktop,cambodia,198,4,0.68,11,2
search,weekly_sales_2016_14,ooyala,9/4/16,desktop,indonesia,145,3,0.42,6,2
search,weekly_sales_2016_14,ooyala,9/4/16,desktop,korea,291,4,0.59,8,2
search,weekly_sales_2016_14,ooyala,9/4/16,desktop,malaysia,134,1,0.33,2,2
search,weekly_sales_2016_14,ooyala,9/4/16,desktop,singapore,306,8,2.24,20,2
search,weekly_sales_2016_14,ooyala,9/4/16,desktop,thailand,138,2,1.5,20,2
search,weekly_sales_2016_14,ooyala,9/4/16,mobile,cambodia,207,5,0.94,18,2
search,weekly_sales_2016_14,ooyala,9/4/16,mobile,indonesia,194,5,0.89,12,2
search,weekly_sales_2016_14,ooyala,9/4/16,mobile,korea,72,3,0.3,9,2
search,weekly_sales_2016_14,ooyala,9/4/16,mobile,malaysia,71,1,0.65,8,2
search,weekly_sales_2016_14,ooyala,9/4/16,mobile,singapore,97,2,0.71,2,2
search,weekly_sales_2016_14,ooyala,9/4/16,mobile,thailand,69,1,0.57,7,2
search,weekly_sales_2016_14,youtube,9/4/16,desktop,cambodia,277,8,1.69,8,2
search,weekly_sales_2016_14,youtube,9/4/16,desktop,indonesia,179,4,1.46,12,2
search,weekly_sales_2016_14,youtube,9/4/16,desktop,korea,307,6,1.49,20,2
search,weekly_sales_2016_14,youtube,9/4/16,desktop,malaysia,36,2,0.44,7,2
search,weekly_sales_2016_14,youtube,9/4/16,desktop,singapore,174,5,0.93,18,2
search,weekly_sales_2016_14,youtube,9/4/16,desktop,thailand,279,6,1.07,15,2
search,weekly_sales_2016_14,youtube,9/4/16,mobile,indonesia,82,2,0.65,2,2
search,weekly_sales_2016_14,youtube,9/4/16,mobile,korea,76,3,0.25,2,2
search,weekly_sales_2016_14,youtube,9/4/16,mobile,malaysia,251,4,1.19,13,2
search,weekly_sales_2016_14,youtube,9/4/16,mobile,singapore,133,3,0.36,2,2
search,weekly_sales_2016_14,youtube,9/4/16,mobile,thailand,332,7,2.29,38,2
social,weekly_sales_2016_14,facebook,9/4/16,desktop,cambodia,191,6,1.15,11,2
social,weekly_sales_2016_14,facebook,9/4/16,desktop,indonesia,231,4,1.33,14,2
social,weekly_sales_2016_14,facebook,9/4/16,desktop,korea,341,6,1.57,10,2
social,weekly_sales_2016_14,facebook,9/4/16,desktop,malaysia,90,3,0.74,14,2
social,weekly_sales_2016_14,facebook,9/4/16,desktop,singapore,504,8,1.95,24,2
social,weekly_sales_2016_14,facebook,9/4/16,desktop,thailand,91,4,1.08,17,2
social,weekly_sales_2016_14,facebook,9/4/16,mobile,cambodia,99,5,1.09,17,2
social,weekly_sales_2016_14,facebook,9/4/16,mobile,indonesia,349,8,1.56,25,2
social,weekly_sales_2016_14,facebook,9/4/16,mobile,malaysia,304,5,1.05,22,2
social,weekly_sales_2016_14,facebook,9/4/16,mobile,singapore,134,1,0.23,2,2
social,weekly_sales_2016_14,facebook,9/4/16,mobile,thailand,115,3,0.43,3,2
social,weekly_sales_2016_14,ooyala,9/4/16,desktop,cambodia,323,6,1.51,24,2
social,weekly_sales_2016_14,ooyala,9/4/16,desktop,indonesia,151,4,0.63,15,2
social,weekly_sales_2016_14,ooyala,9/4/16,desktop,korea,213,3,0.82,16,2
social,weekly_sales_2016_14,ooyala,9/4/16,desktop,malaysia,286,7,1.01,9,2
social,weekly_sales_2016_14,ooyala,9/4/16,desktop,singapore,64,6,0.68,8,2
social,weekly_sales_2016_14,ooyala,9/4/16,desktop,thailand,360,11,2.64,22,2
social,weekly_sales_2016_14,ooyala,9/4/16,mobile,cambodia,37,3,0.35,2,2
social,weekly_sales_2016_14,ooyala,9/4/16,mobile,indonesia,75,3,0.55,2,2
social,weekly_sales_2016_14,ooyala,9/4/16,mobile,korea,388,7,1.75,11,2
social,weekly_sales_2016_14,ooyala,9/4/16,mobile,malaysia,518,11,2.05,18,2
social,weekly_sales_2016_14,ooyala,9/4/16,mobile,singapore,280,4,2.03,25,2
social,weekly_sales_2016_14,ooyala,9/4/16,mobile,thailand,245,5,0.8,14,2
social,weekly_sales_2016_14,youtube,9/4/16,desktop,cambodia,21,2,0.15,9,2
